train/q_halt_accuracy,all.steps,_timestamp,train/steps,train/lr,train/lm_loss,all.accuracy,all.q_halt_loss,train/exact_accuracy,_runtime,train/count,all.q_halt_accuracy,all.lm_loss,all.exact_accuracy,num_params,train/q_halt_loss,train/accuracy,_step
0.9895833333333334,,1773607233.9315436,9.46875,0.0001,0.7135482795399305,,,0.6145833333333334,22060.298347453,1,,,,,0.0032384988541404405,0.8580246766408285,51128
0.9887640449438202,,1773607239.2017665,6.089887640449438,0.0001,0.6825017378124357,,,0.8539325842696629,22065.568647458,1,,,,,0.0029039581616719565,0.9479816736799948,51149
0.991304347826087,,1773607252.7667038,7.895652173913043,0.0001,0.6503119927266839,,,0.6782608695652174,22079.13368287,1,,,,,0.01111389696598053,0.8868491794752038,51203
1.0,,1773607268.8442454,8.333333333333334,0.0001,0.6731131837192211,,,0.6555555555555556,22095.212083456,1,,,,,0.0003307690688719352,0.8836763170030382,51267
1.0,,1773607294.2284408,8.594059405940595,0.0001,0.6708331695409226,,,0.6534653465346535,22120.595572827,1,,,,,0.006097561990221341,0.8802101966178063,51368
1.0,,1773607319.1098783,8.8,0.0001,0.6719247257018862,,,0.6666666666666666,22145.476843404,1,,,,,0.001110020171230038,0.8855967203776042,51467
0.9883720930232558,,1773607323.3785877,8.779069767441861,0.0001,0.6696462196730318,,,0.5930232558139535,22149.745537928,1,,,,,0.004265071824193001,0.8555842554846476,51484
1.0,,1773607359.083145,7.654320987654321,0.0001,0.69770280847484,,,0.7407407407407407,22185.45108982,1,,,,,0.0024144180739919343,0.9096173886899594,51626
0.9902912621359223,,1773607386.997378,7.699029126213592,0.0001,0.6569257677001143,,,0.7572815533980582,22213.36437941,1,,,,,0.002661041604975859,0.9135802926369083,51737
1.0,,1773607419.947656,9.193181818181818,0.0001,0.693917628359037,,,0.625,22246.314569374,1,,,,,0.004475497330228488,0.8700897910378196,51868
1.0,,1773607430.7617035,7.632075471698113,0.0001,0.6624899055155644,,,0.7264150943396226,22257.129153247,1,,,,,0.0011826366341362398,0.9061262022774175,51911
0.9894736842105263,,1773607467.0103378,8.221052631578948,0.0001,0.6719717099633019,,,0.7157894736842105,22293.377657141,1,,,,,0.012611526995897293,0.9047433953536185,52055
1.0,,1773608785.5408335,6.046296296296297,0.0001,0.643497226542339,,,0.8425925925925926,23611.907275522,1,,,,,0.0015737699965635936,0.9436442057291666,52102
1.0,,1773608815.2423117,7.336956521739131,0.0001,0.6573927919465535,,,0.7065217391304348,23641.609286886,1,,,,,0.005135258038838704,0.9067364568295686,52220
0.9900990099009901,,1773608831.8467588,7.9504950495049505,0.0001,0.6638620707794866,,,0.693069306930693,23658.213740271,1,,,,,0.005164113516608874,0.9008678776202815,52286
1.0,,1773608832.0977354,8.76,0.0001,0.6708048986913724,,,0.62,23658.465173808,1,,,,,0.0016114573615292709,0.8685185241699219,52287
0.9805825242718447,,1773608846.4358838,7.699029126213592,0.0001,0.6590879598566725,,,0.6893203883495146,23672.802916636,1,,,,,0.004059957340359688,0.8973990134822513,52344
1.0,,1773608851.2125158,9.285714285714286,0.0001,0.673300835374627,,,0.5824175824175825,23677.580242761,1,,,,,0.0008572986504683892,0.8572785094544128,52363
1.0,,1773608869.0655315,7.23469387755102,0.0001,0.640508554678494,,,0.7448979591836735,23695.432992831,1,,,,,0.005730277548233668,0.9149659604442363,52434
1.0,,1773608890.2157457,8.170212765957446,0.0001,0.661391179742693,,,0.7021276595744681,23716.583132918,1,,,,,0.003906362069149812,0.9087207875353225,52518
0.9888888888888889,,1773608900.280297,6.522222222222222,0.0001,0.6891236122171495,,,0.7444444444444445,23726.647919919,1,,,,,0.020233894387880962,0.907133060031467,52558
1.0,,1773608919.1541579,7.275590551181103,0.0001,0.6395195947565436,,,0.7795275590551181,23745.521293852,1,,,,,0.0009758646289507548,0.9260231678880105,52633
1.0,,1773608974.0073202,8.493506493506494,0.0001,0.6978244894231794,,,0.6363636363636364,23800.374839804,1,,,,,0.0056735643496116,0.8702901864980722,52851
1.0,,1773609024.810937,8.48936170212766,0.0001,0.6724977074427468,,,0.6702127659574468,23851.177664027,1,,,,,0.0035999417304992676,0.8863935267671625,53053
1.0,,1773609039.392868,8.205882352941176,0.0001,0.6498623132308659,,,0.6666666666666666,23865.759594348,1,,,,,0.0005322745613132914,0.8850157494638481,53111
0.9897959183673469,,1773609083.143535,7.948979591836735,0.0001,0.6760196674252739,,,0.6836734693877551,23909.510961905,1,,,,,0.011326304326454798,0.891408414256816,53285
1.0,,1773609085.65761,8.066666666666666,0.0001,0.6692352964694442,,,0.7,23912.025373402,1,,,,,0.0021329900870720544,0.8930040995279948,53295
1.0,,1773609106.55184,8.173333333333334,0.0001,0.6899375559987072,,,0.68,23932.919251114,1,,,,,0.0008169795231272777,0.8824691772460938,53378
0.9880952380952381,,1773609138.2523336,7.916666666666667,0.0001,0.6747623030972588,,,0.7261904761904762,23964.620511831,1,,,,,0.0019376732719441254,0.9028512863885789,53504
0.9907407407407407,,1773609152.592487,8.953703703703704,0.0001,0.6645424802055766,,,0.6759259259259259,23978.960344697,1,,,,,0.005057206377387047,0.8912894637496384,53561
0.9883720930232558,,1773609176.4751368,10.476744186046512,0.0001,0.7256585410642121,,,0.5,24002.841819656,1,,,,,0.01241150995095571,0.8287396098292151,53656
0.975609756097561,,1773609225.463966,7.682926829268292,0.0001,0.6847199789401174,,,0.6585365853658537,24051.831639246,1,,,,,0.004561534151434898,0.8851249508741426,53851
0.9893617021276596,,1773609285.3271015,8.851063829787234,0.0001,0.698852694923782,,,0.6063829787234043,24111.694506992,1,,,,,0.008803355817993483,0.8737851406665559,54089
1.0,,1773609330.3674796,8.775510204081632,0.0001,0.6661282903923366,,,0.6224489795918368,24156.734625951,1,,,,,0.0026296526193618774,0.8785588789959343,54268
1.0,,1773609338.6656127,8.03448275862069,0.0001,0.6688244958918865,,,0.6551724137931034,24165.032841082,1,,,,,0.0003845959048097332,0.8813680013020834,54301
0.989247311827957,,1773609341.6815703,7.591397849462366,0.0001,0.6803805485825128,,,0.6774193548387096,24168.049326046,1,,,,,0.0044204797595739365,0.8841099072528141,54313
1.0,,1773609345.200566,10.611940298507463,0.0001,0.751069419413018,,,0.5373134328358209,24171.567547268,1,,,,,0.0032165953889489174,0.8232909245277519,54327
1.0,,1773609365.8243384,8.219780219780219,0.0001,0.6839518598763593,,,0.6923076923076923,24192.191806213,1,,,,,0.002692580223083496,0.894586919428228,54409
1.0,,1773609371.1016307,8.123456790123457,0.0001,0.6752450884514712,,,0.6296296296296297,24197.469612832,1,,,,,0.003544716164469719,0.8859930156189718,54430
1.0,,1773609383.924903,8.010526315789473,0.0001,0.671125667073425,,,0.6526315789473685,24210.291878294,1,,,,,0.003565040727456411,0.8761533235248766,54481
0.9905660377358491,,1773609395.9943302,8.377358490566039,0.0001,0.6613415818247784,,,0.6509433962264151,24222.361214248,1,,,,,0.006901494537790616,0.8863266279112618,54529
1.0,,1773609401.7793665,9.67605633802817,0.0001,0.7234358779390843,,,0.5915492957746479,24228.146915155,1,,,,,0.0029806063200036683,0.8405494152660101,54552
1.0,,1773609475.2044091,8.523255813953488,0.0001,0.6969550569809749,,,0.6511627906976745,24301.571413902,1,,,,,0.001362771571924289,0.8805627157521803,54844
1.0,,1773609549.4789176,7.961038961038961,0.0001,0.6794826121735876,,,0.6623376623376623,24375.846589207,1,,,,,0.0014577469167610009,0.884880561333198,55139
1.0,,1773609568.1140933,7.804878048780488,0.0001,0.6924340526164322,,,0.7073170731707317,24394.482882701,1,,,,,0.0027327282975117364,0.8925022962616711,55213
1.0,,1773609573.4009912,7.0,0.0001,0.6705047772267783,,,0.7525773195876289,24399.768635192,1,,,,,0.005025810872515042,0.9114165945151418,55234
0.974025974025974,,1773609578.1809561,9.584415584415584,0.0001,0.6889492641178814,,,0.5844155844155844,24404.548336525,1,,,,,0.009347165003418922,0.8752605884106128,55253
0.989010989010989,,1773609617.6888468,7.450549450549451,0.0001,0.6754878853304773,,,0.7142857142857143,24444.05620178,1,,,,,0.010546417285998663,0.8960792625343407,55410
1.0,,1773609638.8191192,8.436170212765957,0.0001,0.6725833980392338,,,0.6595744680851063,24465.18759017,1,,,,,0.0007010166688511769,0.877331185848155,55494
1.0,,1773609643.34982,9.045454545454545,0.0001,0.6816308095518117,,,0.6136363636363636,24469.717590186,1,,,,,0.005109800025820732,0.8598485426469282,55512
0.9696969696969697,,1773609646.1148143,8.95959595959596,0.0001,0.6725046083085261,,,0.5656565656565656,24472.481969866,1,,,,,0.008940656979878744,0.8563411211726641,55523
1.0,,1773609651.1449316,8.192660550458715,0.0001,0.670688008324575,,,0.6788990825688074,24477.511659423,1,,,,,0.006793849791089694,0.892853063180906,55543
0.98989898989899,,1773609662.7135568,7.888888888888889,0.0001,0.6824515222177961,,,0.696969696969697,24489.080493823,1,,,,,0.011778989185889563,0.8900112575954862,55589
0.9895833333333334,,1773609663.9703548,8.864583333333334,0.0001,0.6796259687244758,,,0.6458333333333334,24490.337926767,1,,,,,0.004686068743467331,0.8733282089233398,55594
0.959349593495935,,1773609665.9862707,7.252032520325203,0.0001,0.6648907668533645,,,0.6747967479674797,24492.355151834,1,,,,,0.013699361433585485,0.8928034092352642,55602
0.9879518072289156,,1773609688.412946,9.409638554216867,0.0001,0.6873826161225375,,,0.5662650602409639,24514.781249029,1,,,,,0.0067663490772247314,0.8650900599468185,55691
0.9912280701754386,,1773609702.7692828,8.719298245614034,0.0001,0.6647479008049998,,,0.6578947368421053,24529.137626742,1,,,,,0.009322780494888624,0.8793589274088541,55748
1.0,,1773609709.3202794,9.246913580246913,0.0001,0.6800320687134471,,,0.6419753086419753,24535.687379603,1,,,,,0.0006540031172335148,0.8692272798514661,55774
1.0,,1773609745.7569275,7.633333333333334,0.0001,0.6813224873813574,,,0.6777777777777778,24572.123895116,1,,,,,0.0007413402199745178,0.8902606540256076,55919
0.9893617021276596,,1773609755.2989707,8.691489361702128,0.0001,0.6844703411651759,,,0.723404255319149,24581.665924174,1,,,,,0.010324814667304357,0.9004465468386387,55957
0.9902912621359223,,1773609769.6173928,8.29126213592233,0.0001,0.670804917950299,,,0.6699029126213593,24595.984272574,1,,,,,0.003961845611532529,0.8893683720560908,56014
1.0,,1773609842.9253547,8.36734693877551,0.0001,0.6711236335211824,,,0.7040816326530612,24669.292182931,1,,,,,0.0002590230433270335,0.896195547921317,56306
1.0,,1773609855.9877548,8.691489361702128,0.0001,0.6939512513137717,,,0.6063829787234043,24682.355036828,1,,,,,0.0008546794609477123,0.8605200584898604,56358
1.0,,1773609863.0255644,9.090909090909092,0.0001,0.706831294042777,,,0.625,24689.39261128,1,,,,,0.003904449132581552,0.8640571941028942,56386
0.9795918367346939,,1773609883.6562262,7.928571428571429,0.0001,0.6743761089626882,,,0.7346938775510204,24710.023906754,1,,,,,0.007003916427493095,0.9145880718620456,56468
1.0,,1773609892.4639661,8.260504201680673,0.0001,0.6604650135161638,,,0.6722689075630253,24718.831270467,1,,,,,0.0011619576252996922,0.8861914883140757,56503
0.9901960784313726,,1773609901.2717526,7.990196078431373,0.0001,0.6822144402452844,,,0.696078431372549,24727.639046793,1,,,,,0.004514951569338639,0.8915516722436044,56538
0.9883720930232558,,1773609935.4770808,7.5813953488372094,0.0001,0.692476681463,,,0.7441860465116279,24761.843611325,1,,,,,0.01005349929134051,0.9155899757562682,56674
1.0,,1773609952.8323731,9.271428571428572,0.0001,0.7257014209811107,,,0.5714285714285714,24779.199393114,1,,,,,0.008880260090033213,0.8546737125941686,56743
1.0,,1773609966.4299796,9.6125,0.0001,0.7146973543703444,,,0.55,24792.797359344,1,,,,,0.001122462097555399,0.8450616836547852,56797
1.0,,1773609973.2255647,9.515463917525773,0.0001,0.6850513577178644,,,0.5463917525773195,24799.593085436,1,,,,,0.0014238764221469562,0.8358152723803962,56824
0.9900990099009901,,1773609979.5126898,6.712871287128713,0.0001,0.6592686467094873,,,0.8316831683168316,24805.880317414,1,,,,,0.0050202881296475725,0.9420608671584932,56849
1.0,,1773610023.551034,8.457446808510639,0.0001,0.6820684317466412,,,0.6914893617021277,24849.919036175,1,,,,,0.0007956731909265121,0.8858681536735372,57024
0.9906542056074766,,1773610068.1516633,8.05607476635514,0.0001,0.6661745695907818,,,0.6822429906542056,24894.51933938,1,,,,,0.009627488752206167,0.8946578836886683,57201
1.0,,1773610071.1727765,7.905882352941177,0.0001,0.6818038147046219,,,0.6941176470588235,24897.541018602,1,,,,,0.005308762192726135,0.8938271915211397,57213
1.0,,1773610073.9412174,8.274725274725276,0.0001,0.6823943746592837,,,0.6483516483516484,24900.308491273,1,,,,,0.0002703360126664241,0.8701668204842034,57224
1.0,,1773610078.9744332,9.77450980392157,0.0001,0.6690028438221237,,,0.5784313725490197,24905.342131609,1,,,,,0.0006190213219573101,0.8591141046262255,57244
1.0,,1773610092.8037043,8.028571428571428,0.0001,0.6786671472210956,,,0.6857142857142857,24919.171322944,1,,,,,0.0036094741274913154,0.8881834484281994,57299
1.0,,1773610107.3773248,8.488095238095237,0.0001,0.7020483163015361,,,0.6547619047619048,24933.744947405,1,,,,,0.009150336806972822,0.8763962700253441,57357
0.9883720930232558,,1773610110.6422744,7.104651162790698,0.0001,0.6779681568273315,,,0.7325581395348837,24937.010033957,1,,,,,0.0025417359235386052,0.9137237903683685,57370
1.0,,1773610112.399494,8.72549019607843,0.0001,0.6737154651358527,,,0.6274509803921569,24938.766424452,1,,,,,0.0012845886715998252,0.8712176154641544,57377
1.0,,1773610130.7350867,8.726315789473684,0.0001,0.682868870466535,,,0.6842105263157895,24957.103458191,1,,,,,0.006408974528312683,0.8914880049856085,57450
0.9864864864864865,,1773610132.7462177,8.31081081081081,0.0001,0.6888129974127861,,,0.6486486486486487,24959.113979242,1,,,,,0.012724631776412329,0.8915582605310388,57458
1.0,,1773610133.4996295,8.488372093023257,0.0001,0.6923756542905087,,,0.6162790697674418,24959.866870755,1,,,,,0.00597480187813441,0.8649153598519259,57461
0.9873417721518988,,1773610138.7716584,9.050632911392405,0.0001,0.7041856977218998,,,0.6582278481012658,24965.138538408,1,,,,,0.003335279723008474,0.8679481216623813,57482
0.9893617021276596,,1773610147.313968,8.808510638297872,0.0001,0.6905305521888888,,,0.6170212765957447,24973.682304323,1,,,,,0.0039243971308072405,0.8656422229523354,57516
1.0,,1773610157.3574767,10.259615384615385,0.0001,0.674664404351851,,,0.5673076923076923,24983.723658499,1,,,,,0.001306056355436643,0.8571937267596905,57556
1.0,,1773610199.0175207,9.380952380952381,0.0001,0.7178166600467648,,,0.5833333333333334,25025.383930796,1,,,,,0.004101652962466081,0.847442626953125,57722
1.0,,1773610213.8399785,11.9125,0.0001,0.7514758259775535,,,0.35,25040.207168759,1,,,,,0.004162830300629139,0.7515431880950928,57781
0.99,,1773610225.6494763,7.88,0.0001,0.668048269308604,,,0.7,25052.016186519,1,,,,,0.0026115067303180695,0.8981481170654297,57828
1.0,,1773610244.2638946,8.98019801980198,0.0001,0.6586762712160219,,,0.6336633663366337,25070.631096691,1,,,,,0.010213276992241541,0.8792323499622912,57902
1.0,,1773610270.9443483,8.0,0.0001,0.6773719103180488,,,0.7093023255813954,25097.311938636,1,,,,,0.0013590807405610879,0.9026701284009356,58008
1.0,,1773610284.0309083,8.918604651162791,0.0001,0.6739675868466372,,,0.6395348837209303,25110.398716818,1,,,,,0.0005262293852865696,0.8867356056390807,58060
1.0,,1773610307.9505055,7.508771929824562,0.0001,0.6538494996078165,,,0.7543859649122807,25134.317353099,1,,,,,0.002694165954987208,0.9147714982952988,58155
1.0,,1773610342.138282,7.617647058823529,0.0001,0.6688458405078324,,,0.6764705882352942,25168.50527115,1,,,,,0.001344186719506979,0.8925200069651884,58291
1.0,,1773610349.6795392,8.402173913043478,0.0001,0.6842746097606582,,,0.5978260869565217,25176.046592255,1,,,,,0.005394875382383664,0.8620505125626273,58321
0.9891304347826086,,1773610349.9307363,8.467391304347826,0.0001,0.6829240469814123,,,0.6304347826086957,25176.297964745,1,,,,,0.002772342413663864,0.8713096950365149,58322
1.0,,1773610364.50938,8.347826086956522,0.0001,0.6803503504069685,,,0.6956521739130435,25190.876738552,1,,,,,0.0015051138276855152,0.8909018143363621,58380
0.9861111111111112,,1773610383.1131666,7.583333333333333,0.0001,0.6931677897323723,,,0.6666666666666666,25209.480463149,1,,,,,0.001445792770634095,0.8940329021877713,58454
1.0,,1773610391.1598766,8.052631578947368,0.0001,0.6630487927279372,,,0.6526315789473685,25217.526688814,1,,,,,0.007328259448210399,0.8865497789884869,58486
0.9910714285714286,,1773610396.9413013,8.151785714285714,0.0001,0.6710449064003815,,,0.6696428571428571,25223.309867568,1,,,,,0.004209796277185281,0.8858024733407157,58509
0.9895833333333334,,1773610397.9480283,8.916666666666666,0.0001,0.681686982666128,,,0.6145833333333334,25224.316507211,1,,,,,0.0033663026988506317,0.8688271840413412,58513
1.0,,1773610408.2524202,7.792079207920792,0.0001,0.6813174434009399,,,0.6732673267326733,25234.619546865,1,,,,,0.0011694286949932575,0.878254503306776,58554
1.0,,1773611723.8578174,8.55421686746988,0.0001,0.6823822596191519,,,0.6626506024096386,26550.227019272,1,,,,,0.01320340484380722,0.8920125386801111,58591
0.9901960784313726,,1773611735.685195,8.588235294117647,0.0001,0.6927254738759011,,,0.6274509803921569,26562.054361103,1,,,,,0.004152688197791576,0.8675865472531786,58638
1.0,,1773611736.191317,8.402439024390244,0.0001,0.7032347111559604,,,0.6707317073170732,26562.56019614,1,,,,,0.004068492290874322,0.8753387637254668,58640
1.0,,1773611767.1496336,7.873563218390805,0.0001,0.6743494835084806,,,0.7586206896551724,26593.517732729,1,,,,,0.0032101720571517944,0.913580269649111,58763
1.0,,1773611808.9143655,9.908045977011493,0.0001,0.7093434612518553,,,0.5287356321839081,26635.2818666,1,,,,,0.0006867071303228537,0.8257414719154095,58929
1.0,,1773611823.775477,10.5,0.0001,0.7693059954964516,,,0.4423076923076923,26650.143009365,1,,,,,0.03681489825248718,0.7792022411639874,58988
0.9770114942528736,,1773611848.1986175,7.9655172413793105,0.0001,0.7216029619050701,,,0.6551724137931034,26674.5671243,1,,,,,0.008044270177682241,0.8627784992086476,59085
0.9885057471264368,,1773611878.4163938,8.988505747126437,0.0001,0.6983436500392083,,,0.6091954022988506,26704.786065953,1,,,,,0.00720062976082166,0.8674612812612249,59205
1.0,,1773611882.2029345,8.936708860759493,0.0001,0.6820102503848724,,,0.6455696202531646,26708.571417987,1,,,,,0.00410846093048652,0.8804500917845135,59220
1.0,,1773611908.3909633,9.01980198019802,0.0001,0.6876714767597637,,,0.5742574257425742,26734.758581356,1,,,,,0.007295034204920133,0.8483070902305074,59324
0.9818181818181818,,1773611933.5968313,7.572727272727272,0.0001,0.6509526190278371,,,0.7909090909090909,26759.963909538,1,,,,,0.007251570622126262,0.9322110262784091,59424
1.0,,1773611948.4668868,7.410256410256411,0.0001,0.6860482691131584,,,0.7692307692307693,26774.83426892,1,,,,,0.0030135388175646463,0.9124722603039864,59483
0.9903846153846154,,1773611958.288177,8.086538461538462,0.0001,0.6767352425206723,,,0.6730769230769231,26784.655505873,1,,,,,0.005096517503261566,0.8887701768141526,59522
1.0,,1773611969.6095,6.654867256637168,0.0001,0.6394449396407894,,,0.8141592920353983,26795.976026976,1,,,,,0.0028582715118924775,0.9387086851406942,59567
1.0,,1773611978.928719,8.445378151260504,0.0001,0.6919770702290992,,,0.6218487394957983,26805.295950606,1,,,,,0.008514348417520523,0.8639900143406972,59604
1.0,,1773611995.7975569,8.630952380952381,0.0001,0.6875677752274701,,,0.6309523809523809,26822.164428817,1,,,,,0.01019879182179769,0.8731627691359747,59671
1.0,,1773612003.0956368,7.011627906976744,0.0001,0.6831784554352417,,,0.7790697674418605,26829.463696436,1,,,,,0.00043117891376217205,0.91831757301508,59700
1.0,,1773612004.8704846,7.26530612244898,0.0001,0.678757626272357,,,0.7551020408163265,26831.237747416,1,,,,,0.0024625943042337894,0.9052658081054688,59707
1.0,,1773612008.1428688,7.724137931034483,0.0001,0.6617107714272592,,,0.7701149425287356,26834.512937079,1,,,,,0.0008006107527762651,0.9189725853930945,59720
1.0,,1773612016.9470513,7.9753086419753085,0.0001,0.7142707997381469,,,0.691358024691358,26843.31489778,1,,,,,0.002079998143017292,0.8846213258342979,59755
1.0,,1773612019.7129638,8.337209302325581,0.0001,0.6890957459820357,,,0.6395348837209303,26846.080791796,1,,,,,0.00017524883151054382,0.8644846539164699,59766
0.9818181818181818,,1773612062.0664644,8.463636363636363,0.0001,0.6955814322916186,,,0.6454545454545455,26888.434932998,1,,,,,0.004860908413926761,0.8674523093483665,59934
1.0,,1773612070.6363592,8.137614678899082,0.0001,0.6877753250083636,,,0.6513761467889908,26897.0040543,1,,,,,0.001943902267764012,0.8724657811156107,59968
1.0,,1773612082.5020804,8.75268817204301,0.0001,0.675587471379758,,,0.6344086021505376,26908.869536113,1,,,,,0.0007411811190346876,0.8688438169417843,60015
1.0,,1773612084.7673862,9.333333333333334,0.0001,0.6877721230376745,,,0.6091954022988506,26911.135160497,1,,,,,0.0003716511030991872,0.8678870365537447,60024
1.0,,1773612093.576662,8.098765432098766,0.0001,0.6994925641709143,,,0.6666666666666666,26919.943901169,1,,,,,0.0003430224023759365,0.8737996419270834,60059
0.9882352941176471,,1773612136.1657586,7.211764705882353,0.0001,0.6660671304535978,,,0.7176470588235294,26962.532959122,1,,,,,0.010825251539548239,0.9129993214326746,60228
0.9915966386554622,,1773612142.2057874,8.134453781512605,0.0001,0.6538967172649631,,,0.680672268907563,26968.573187547,1,,,,,0.008974619209766388,0.8933499119862789,60252
0.990909090909091,,1773612189.5463755,7.345454545454546,0.0001,0.6642835091822222,,,0.7181818181818181,27015.913978726,1,,,,,0.003923475742340088,0.91156005859375,60440
0.9887640449438202,,1773612213.9587111,8.51685393258427,0.0001,0.7022570308882038,,,0.651685393258427,27040.326881407,1,,,,,0.002995528280735016,0.8715494563070576,60537
0.9814814814814815,,1773612215.466995,8.407407407407407,0.0001,0.6628951457294484,,,0.6759259259259259,27041.83460574,1,,,,,0.004946243638793628,0.8976909496166088,60543
1.0,,1773612256.304128,7.419753086419753,0.0001,0.6723164381463621,,,0.7407407407407407,27082.673520557,1,,,,,0.004492464475333691,0.9068739149305556,60705
1.0,,1773612281.5463226,8.39,0.0001,0.6714042490170464,,,0.65,27107.914603553,1,,,,,0.0067238279928763705,0.8795062255859375,60805
1.0,,1773612294.9081862,9.875,0.0001,0.6935819864437649,,,0.5568181818181818,27121.275720369,1,,,,,0.002316130790859461,0.84722224148837,60858
1.0,,1773612299.1906898,10.465753424657533,0.0001,0.7344892454987041,,,0.5205479452054794,27125.558378128,1,,,,,0.0007825402232507864,0.8249619366371468,60875
0.9803921568627451,,1773612302.7153451,7.549019607843137,0.0001,0.6835798690947219,,,0.7352941176470589,27129.083178686,1,,,,,0.016389237095912296,0.9093439438763786,60889
0.9903846153846154,,1773612309.525954,7.163461538461538,0.0001,0.6547847916836197,,,0.7403846153846154,27135.894414204,1,,,,,0.004072260732452075,0.9101377633901743,60916
1.0,,1773612333.2087657,7.764044943820225,0.0001,0.6755298658253891,,,0.6853932584269663,27159.576731775,1,,,,,0.00814368948340416,0.8906922072507022,61010
0.96875,,1773612339.2525055,7.833333333333333,0.0001,0.7052454030138628,,,0.6354166666666666,27165.620061066,1,,,,,0.007420814285675685,0.8710134029388428,61034
1.0,,1773612339.5040293,8.127659574468085,0.0001,0.7065924820135123,,,0.6595744680851063,27165.871869133,1,,,,,0.0031079230830073357,0.8716838106195978,61035
0.9818181818181818,,1773612401.2297025,9.254545454545454,0.0001,0.7083856318522693,,,0.6272727272727273,27227.597859333,1,,,,,0.009158185993631681,0.8662177345969461,61280
1.0,,1773612404.501879,8.296296296296296,0.0001,0.6956642533820112,,,0.6481481481481481,27230.870319715,1,,,,,0.0017174721385041873,0.8782578927499277,61293
1.0,,1773612418.3656106,8.637931034482758,0.0001,0.6612051514485157,,,0.6810344827586207,27244.7338485,1,,,,,0.0007390665511290232,0.8843124652731007,61348
0.9888888888888889,,1773612424.910565,8.166666666666666,0.0001,0.6908478508988539,,,0.6888888888888889,27251.278165376,1,,,,,0.011006678144137064,0.8936899820963542,61374
0.9891304347826086,,1773612432.9683816,9.83695652173913,0.0001,0.7166796213073477,,,0.6086956521739131,27259.335991366,1,,,,,0.019135286410649616,0.86352655161982,61406
1.0,,1773612449.0705044,8.662162162162161,0.0001,0.7078203765677674,,,0.6351351351351351,27275.437954561,1,,,,,0.0008669875872631868,0.874541205328864,61470
1.0,,1773612455.1081333,6.6911764705882355,0.0001,0.6784217639874316,,,0.7794117647058824,27281.47524531,1,,,,,0.002086414179454247,0.9288308760699104,61494
1.0,,1773612482.0486233,7.679245283018868,0.0001,0.6815525144753303,,,0.7264150943396226,27308.415477169,1,,,,,0.0009117495889465014,0.8986722118449662,61601
1.0,,1773612495.1457982,8.426966292134832,0.0001,0.6852782844431969,,,0.6741573033707865,27321.512985378,1,,,,,0.001673744370539983,0.880843430422665,61653
0.9880952380952381,,1773612515.3223844,9.583333333333334,0.0001,0.7138321938466072,,,0.5833333333333334,27341.689908028,1,,,,,0.006188766409953435,0.8531746637253534,61733
1.0,,1773612584.8197162,9.211009174311927,0.0001,0.6942956110934911,,,0.6513761467889908,27411.188049589,1,,,,,0.0008311116447051367,0.8713330610082783,62009
1.0,,1773612587.351078,9.047169811320755,0.0001,0.6753025543264686,,,0.6415094339622641,27413.721144431,1,,,,,0.0037217636903127036,0.8807360091299381,62019
0.9910714285714286,,1773612604.739459,6.9375,0.0001,0.6454144808141398,,,0.7678571428571429,27431.107725561,1,,,,,0.008572074274222055,0.9212962559291294,62088
1.0,,1773612611.5463579,8.19,0.0001,0.6884547213522616,,,0.67,27437.914628971,1,,,,,0.0003169413927632074,0.882716064453125,62115
0.9813084112149533,,1773612625.400026,6.392523364485982,0.0001,0.6600750863826529,,,0.794392523364486,27451.769084147,1,,,,,0.007522290572524071,0.9321564291125146,62170
0.9888888888888889,,1773612636.9966035,8.522222222222222,0.0001,0.7187408912164747,,,0.7,27463.364870396,1,,,,,0.002623989867667357,0.8872428046332466,62216
0.9848484848484849,,1773612667.509596,8.469696969696969,0.0001,0.738395350677151,,,0.6515151515151515,27493.878561855,1,,,,,0.002041475847363472,0.8750467589407256,62337
1.0,,1773612676.3528168,8.395604395604396,0.0001,0.6966688501738183,,,0.6593406593406593,27502.721160428,1,,,,,0.0016545369289815426,0.879663572206602,62372
0.9905660377358491,,1773612696.5257268,8.424528301886792,0.0001,0.6829915362824609,,,0.6132075471698113,27522.89402474,1,,,,,0.005185679843028386,0.862450509701135,62452
1.0,,1773612708.866368,8.646341463414634,0.0001,0.7018092362086463,,,0.6707317073170732,27535.232324222,1,,,,,0.009040011713902155,0.8803071743104516,62501
1.0,,1773612715.4171238,7.642857142857143,0.0001,0.6910014558642489,,,0.7261904761904762,27541.784831198,1,,,,,0.00600873368481795,0.8935920170375279,62527
1.0,,1773612723.7304158,8.166666666666666,0.0001,0.6743667665132067,,,0.71875,27550.09928071,1,,,,,0.003950910021861394,0.9054783980051676,62560
0.9827586206896551,,1773612751.1681771,7.9655172413793105,0.0001,0.6507748571384994,,,0.6551724137931034,27577.536025006,1,,,,,0.00853267436226209,0.8790975110284214,62669
1.0,,1773612765.0338655,8.923076923076923,0.0001,0.7375184126604367,,,0.5692307692307692,27591.401022745,1,,,,,0.0034896514068047204,0.836087388258714,62724
1.0,,1773612765.284905,8.882352941176471,0.0001,0.7380704133368075,,,0.5735294117647058,27591.652878005,1,,,,,0.001947008694211642,0.8424110412597656,62725
